# Custom_Colours SED output
# Teff=5778.0 K  logg=4.440  [M/H]=0.000
# R=6.9570e+10 cm  d=3.0857e+19 cm
# wavelength_AA, surface_flux_erg_s_cm2_AA, observed_flux_erg_s_cm2_AA
1.471999999999999886e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.510000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.551999999999999886e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.588000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.620000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.660000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.703000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.734000000000000057e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.768000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.801999999999999886e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.816999999999999886e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.860999999999999943e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.910000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.939000000000000057e+02,1.000000000000000036e-10,5.083193073438026917e-28
1.984000000000000057e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.018000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.050000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.105000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.161999999999999886e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.198000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.230000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.268000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.300000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.340000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.400000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.465000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.524000000000000057e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.568000000000000114e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.600000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.640000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.685000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.735000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.785000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.840000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.900000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
2.960000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.010000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.080000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.180000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.280000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.380000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.480000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.570000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.660000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.750000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.850000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
3.950000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.050000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.140000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.220000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.300000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.410000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.510000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.600000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.700000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.800000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
4.900000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.000000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.060000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.120000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.200000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.300000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.400000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.500000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.600000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.700000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.800000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
5.900000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.000000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.100000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.200000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.300000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.400000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.500000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.580000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.650000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.750000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.850000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
6.950000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
7.050000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
7.160000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
7.260000000000000000e+02,1.000000000000000036e-10,5.083193073438026917e-28
